store_name,company,revenue_monthly,amazon_start,phone,directors,email,province,category,subcategory,seller_url,mercantile_registry,business_address,follow_up,action_label,status,import_email
UNIK REVOLUTION,Megadon International Europe S.L.,6441.92,,+34660746605,PAUL SMITH. (Apoderado); ALBEROLA TIMONER RAFAEL (Administrador único); AZAM KHAWAJA MUHAMMAD (Administrador único),azam@megadoneurope.com,VALENCIA,Moda,Equipaje de mano,https://www.amazon.es/sp?seller=A351KSEPD88CYU,B98861073,"Carretera Real De Madrid Sur ,9, BENIPARRELL, VALENCIA, 46469, ES","Llamada realizada 21 julio 2026 al número registrado, responden la llamada e indican que la persona que maneja la cuenta no se encuentra, mejor llamar mañana. Programo seguimiento para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Zenshin EuropeJapan [Envío desde España],Zenshin Eurojapan SL,6433.21,,679804144.0,SANCHEZ INSA JUAN (Administrador único),info@zenshin.es,VALENCIA,Videojuegos,Juegos para Nintendo Switch,https://www.amazon.es/sp?seller=A13DBTQT95H9PI,ESB40561490,"Avenida Burjasot 3 piso 8 prta 32, Valencia, Valencia, 46009, ES","Llamada realizada 20 julio 2026 al número registrado, responde la llamada el señor Juan e indica que no le interesa ninguna ayuda ni aplicación",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Salbei Pharma,"SALBEI PHARMA BARU, S.L.",6401.33,,+34646434468,BALLESTEROS RUIZ VICTOR (Administrador único),gestion@salbeipharma.com,MADRID,Salud y cuidado personal,"Apósitos en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=AJJELOI41JMMM,B88372420,"Calle Rafael Bergamín 5, Madrid, Madrid, 28043, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Se envia mensaje vía wp para validar interes. programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
ZASPARE,PIEZA SPARE SL,6378.76,,+34616870402,RODRIGUEZ MUÑOZ JULIO (Administrador único),juliorodriguez@piezaspare.com,MADRID,Bricolaje y herramientas,Regletas,https://www.amazon.es/sp?seller=AMCK9SVXT1XT4,B-86580883,"C/ Jose Maria Perez Peridis Nº3 Portal 6 3ºA, Getafe, Madrid, 28902, ES","Llamada realizada 21 julio 2026 al número registrado, responde la llamada el sr Julio encargado de la cuenta e indica que no esta interesado en tener un apoyo por una experiencia negativa del pasado. Le envie mensaje de wp con invitación a conocer la metodologia de trabajo de Liberty Seller. Quedo atento a respuesta y programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
FUN RAYS SL.,FUN RAYS SL,6331.43,,+8615669020764,LIU PING (Socio único),liumuchengyin@163.com,MADRID,Moda,Pantalones para hombre,https://www.amazon.es/sp?seller=A37Z105E9IBESA,B10804383,"ORENSE, 10 1 13, Madrid, Madrid, 28020, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Envio mensaje a la dirección de correo registrada para validar interes. Programo llamada para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Sivenci,Sivenci SL,6301.38,,+34616148969,GIL DIEZ MARIA DELROSARIO (Socio único),sivenci1@gmail.com,ESPAÑA,Bricolaje y herramientas,Bisagras para puertas,https://www.amazon.es/sp?seller=A1WIG79EO53R5Q,B72540321,"CALLE RIO TORIO, NUM 18, VALDEFRESNO - LEÓN, ESPAÑA, 24228, ES","Llamada realizada 20 julio 2026 al número registrado, en principio no responden la llamada. Devuelven e indican que tienen una persona que les ayuda a manejar la cuenta. Y en principio no les intereza",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
KAMOMESHOP,CALZADOS KAYBEL SL,6272.29,,+34 636 35 64 36,MONTERO RODRIGUEZ JOSE ANTONIO (Administrador único); MONTERO VERDU RAQUEL (Administrador único),info@kamomeshop.es,ESPAÑA,Moda,Sandalias de vestir para mujer,https://www.amazon.es/sp?seller=ADGV06YMV19OS,B54115761,"C/PETRER, 40, ELCHE, ALICANTE, 03206, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Envio mensaje de whatsapp para validar interes. Programo llamada para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Burbujas y Vinos,AVANCE IMPORT,6255.69,,+34662936305,GARCIA PIQUERES MARIA VERONICA (Apoderado); HERNANDEZ MILAN MIGUEL ANGEL (Administrador solidario); GARCIA PIQUERES VERONICA (Apoderado),P.beltran@avanceimport.com,ALICANTE,Alimentación y Bebidas,Vinos espumosos,https://www.amazon.es/sp?seller=A3LVQ3MWXDO7N9,B53484168,"FELIX RODRIGUEZ DE LA FUENTE 77, ELCHE PARQUE EMPRESARIAL, ELCHE, Alicante, 03203, ES","Llamada realizada 21 julio 2026 al número registrado, responde la llamada la persona encargada de la cuenta, indica que ya ha salido del trabajo y si le podemos llamar mañana. Programo llamada para 22 julio 2026 - Llamada realizada según programación al número registrado, sin respuesta. Se envia mensaje vía wp para validar interes. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
SERMILITAR,"SERMILITAR, S.L.",6232.78,,+34 685 37 29 06,JESUS DEL ROCIO LEPIANI REYES (Socio único),sermilitar2@gmail.com,ANDALUCÍA,Deportes y aire libre,Accesorios de camuflaje para caza,https://www.amazon.es/sp?seller=A38UTZFN0FWRZB,B72940315,"Calle Pastor Miguel Blanco Ferrer S/N, Local 7, San Fernando, Andalucía, 11100, ES","Llamada realizada 21 julio 2026 al número registrado, responde la contestadora e indica que los horarios de atención son de 9 a 2pm y de 4 a 7pm. Se envia mensaje de whatsapp para validar interes. Se indaga en la web y se obtiene dirección de correo y junto al registrado se envia mensaje para validar interes.  Programo Seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
DISCOS COMIX,"HERNANDEZ AYALA , FRANCISCO JOSE 000604935T SLNE",6197.4,,637400733.0,,pacoayala@hotmail.com,MURCIA,CDs y vinilos,Pop R&B,https://www.amazon.es/sp?seller=A3OPQBO1U7Q2RY,b73318016,"Calle Enrique Villar 11, B73318016, MURCIA, MURCIA, 30008, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Se envia mensaje de whatsapp para validar interes.  Programo Seguimiento para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Vansa E-Shop,Vansa E-Shop S.L,6189.19,,+34645766374,,ysancor2023@gmail.com,ZARAGOZA,Oficina y papelería,Tableros de planificación,https://www.amazon.es/sp?seller=AH5BIQTDVA6EC,B56859721,"Calle Pablo Iglesias Nº32, 2ºA, Zaragoza, Zaragoza, 50018, ES","Llamada realizada 21 julio 2026 al número registrado, responden a la llamada y la cortan en la presentación. Se envia mensaje de whatsapp para validar interes.  Programo Seguimiento para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
CICLOS CABELLO,CICLOS CABELLO SL,6172.2,,+34628259893,CABELLO BAENA ANTONIO JESUS. (Apoderado); CABELLO MUÑOZ ANTONIO (Socio único); BAENA GORDILLO ROSARIO (Administrador único),comunicacion@cicloscabello.com,ESPAÑA,Deportes y aire libre,Aceites para bicicletas,https://www.amazon.es/sp?seller=A3LI8KDPFFJC1P,B14211965,"CALLE ESCRITORA MARIA GOYRI S/N, COMP. DEP. OPEN ARENA, CÓRDOBA, ESPAÑA, 14005, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Se envia mensaje de whatsapp para validar interes.  Programo Seguimiento para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
GB The Green Brand,Growbarato Distribuciones S.L.,6102.81,,+34 962 06 62 98,COLLADO VIDAL ERIK FRANCISCO (Administrador único),redactoresgrowbarato@gmail.com,VALENCIA,Hogar y cocina,Tierras para multiusos,https://www.amazon.es/sp?seller=A2IXDBQBSQ6OD9,B98767239,"Avenida Alacant 2, Silla, Valencia, 46460, ES","Llamada realizada 21 julio 2026 al número registrado, responden a la llamada que la persona encargada de la cuenta de Amazon no esta en la empresa, que retorna mas tarde o mañana.  Programo llamada para 22 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
-Shopia-,Shopia Online,6075.45,,+34614507922,,seller@shopiaonline.com,SEVILLA,Iluminación,Iluminación infantil nocturna,https://www.amazon.es/sp?seller=A1J5R94N0POPWI,B21685888,"Calle Albatros 68, Bajo, ALCALA DE GUADAIRA, Sevilla, 41500, ES",Llamada realizada 20 julio 2026 al número registrado responden la llamada e indican que de momento no le intereza,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
B&B EUROPA,"B&B ARBITRAGE EUROPA, SOCIEDAD LIMITADA",6060.9,,+34660945975,,b.beuropa2024@gmail.com,SEVILLA,Juguetes y juegos,Chupetes,https://www.amazon.es/sp?seller=AWZUZ6A0E7U5T,B56752074,"Luis Cernuda, 58, Tomares, sevilla, 41940, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Se envia mensaje a whatsapp para validar información. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Products Problems Solutions,"ECOM GALLERY, SOCIEDAD LIMITADA",6051.55,,+34664200131,,javialguiamazon@gmail.com,BARCELONA,Productos para mascotas,Protector de tapicería para perros,https://www.amazon.es/sp?seller=A32TRQJR36I7KY,B25904145,"C. Barcelona 286, 3, Sant vicenç dels Horts, Barcelona, 08620, ES",Llamada realizada 20 julio 2026 al número registrado responden la llamada e indican que de momento no le intereza,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
ETHOSWOOD,"Carpisan Wood, S.L.",6044.4,,+34624403162,,info@ethoswood.es,CASTILLA LA MANCHA,Juguetes y juegos,Juguetes con espejos para bebés,https://www.amazon.es/sp?seller=A3ECNW12IHRHDI,B70720479,"Polígono industrial “Los palancares”. Calle D, nave 23, Cuenca, Castilla la Mancha, 16004, ES","Llamada realizada 20 julio 2026 al número registrado sin respuesta, se envia mensaje vía whatsapp para validar interes y responde que no esta interesado",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
ACCRUX,ASTER ECOMMERCE SL,6032.76,,+34610027373,,ACCRUXES@GMAIL.COM,MURCIA,Hogar y cocina,Perchas estándar,https://www.amazon.es/sp?seller=A2SYOEJBY8XOLC,B19989425,"calle ceballos n 6, bajo comercio, MURCIA, MURCIA, 30003, ES","Llamada realizada 21 julio 2026 al número registrado, sin respuesta. Se envia mensaje a whatsapp para validar información. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
HOSTENATURA,HOSTENATURA ARTESANIAS Y INCIENSOS S.L.,6013.09,,+34613039964,,egonzalez@hosteserena.es,BADAJOZ,Hogar y cocina,Inciensos,https://www.amazon.es/sp?seller=A1BG0E7ZAAP454,B22612162,"C/ HOLANDA, 4, 06420, CASTUERA, 06420, ES","Llamada realizada 21 julio 2026 al número registrado, responden que la información se debe enviar por correo. Envio mensaje a la dirección de correo registrada. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
TURINI SPORT,TURINI SPORT SL,5995.27,,982 88 19 05 -  988 60 68 09,CRUZ GONZALEZ JOSE MANUEL (Administrador solidario); CRUZ MADERNAZ JOSE (Administrador solidario),info@turini.es,OURENSE,Moda,Zapatillas casual para hombre,https://www.amazon.es/sp?seller=A26A9FMRCF330B,B32386526,"Rúa Santo Domingo 62, Centro Comercial Xesta, L 8, ourense, ourense, 32003, ES","Llamada realizada 21 julio 2026 al número registrado, responden que no me puede atender. Indago en la web y obtengo otro número pbx, llamo sin respuesta. Envio mensaje a la dirección de correo registrada. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
EURO BOTTARI,EURO BOTTARI 2002 SL,5980.21,,+34 629 60 15 25,GIRALDO SOLIS ISABEL MARIA (Apoderado solidario); BREAU GARCIA RICARDO MARCOS (Apoderado solidario); MAS ALBORS ENRIQUE (Administrador único); PAOLO BOTTARI (Administrador único); BUENO SOTO MIGUEL (Apoderado); HERRERO GUERRERO EUSEBI (Apoderado); CHRISTIAN BOTTARI (Administrador único),bottari@bottari.es,ESPAÑA,Coche y moto,Accesorios para coche,https://www.amazon.es/sp?seller=A23P0Q671WX3FX,ESB62741715,"Pol. Ind. Sepes C/ Galileo Galilei 54, nave, Sagunto, ESPAÑA, 46500, ES",Llamada realizada 21 julio 2026 al número registrado sin respuesta. Se envia mensaje vía whatsapp para validar interes. Responden mensaje de whatsapp y solicitan sesion para el viernes 24 julio 9:30am,SESION CUALIFICADA,cita_cualificada,alejandro@libertyseller.com
Noropal,noropal s.l.,5964.28,,606600262.0,DEL PARAMO CASTRILLEJO JAVIER (Socio único); PARAMO ALONSO SEVERIANO (Administrador único),ventas@noropal.com,ES-ESPAÑA,Electrónica,Pilas,https://www.amazon.es/sp?seller=A1JPXP87OH5VKY,B34146696,"Calle Doctor Cajal 1, PALENCIA, ES-España, 34001, ES",Llamada realizada 20 julio 2026 al número registrado reponden que por el momento no les intereza,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Pukpu,pukpu marketplace SL,5945.64,,+34685885608,ESCOT RODRIGUEZ JAVIER (Socio único),pukpu@outlook.com,ESPAÑA SEVILLA,Hogar y cocina,Utensilios para marisco,https://www.amazon.es/sp?seller=A371T0APTD7YHE,B13726013,"Calle diecinueve de abril n9, Casa 11, Dos hermanas, España sevilla, 41701, ES","Se envia mensaje 20 julio 2026 vía whatsapp para validar interes. Seguimiento realizado 21 julio 2026, llamada realizada al número registrado sin respuesta, se envia mensaje a la dirección de correo registrada. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Babaria Oficial,Berioska,5929.45,,682479235 - 96 251 26 00,DIAZ-HERRERA DURAN IÑIGO. (Consejero); ARREGUIFERRANDO DAVID. (Apoderado),amazon.seller@babaria.es,ESPAÑA,Belleza,Filtros solares faciales,https://www.amazon.es/sp?seller=A3U3MLLW5B50UY,B46164463,"Polígono industrial Castilla, 8-3, Cheste, España, 46380, ES","Se envia mensaje 20 julio 2026 vía whatsapp para validar interes. Seguimiento realizado 21 julio 2026, llamada realizada al número registrado sin respuesta. Se envia mensaje a la dirección de correo electrónico registrada. Programo seguimiento para 27 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
PODOKS OFICIAL,"FIXTOE DEVICE, S.L.",5895.85,,+34681940300,MONZO PEREZ FRANCISCO ENRIQUE (Administrador solidario); LUCAS PICAZO DAVID (Administrador solidario),amazon@podoks.com,ALICANTE,Moda,Calcetines de compresión de running para hombre,https://www.amazon.es/sp?seller=AVJ49E2AQPH4X,B42555698,"Calle Doctor Severo Ochoa S/N LOCAL 11, LOCAL 11, SAN JUAN DE ALICANTE, ALICANTE, 03550, ES",Llamada realizada 20 julio 2026 al número registrado reponden que ya otra agencia lleva la cuenta y que estan contentos con ella,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Matcha & CO,MATCHA TEA COMPANY SL,5873.64,,+34666295992,ABRINES PLANISI VICTOR (Administrador solidario); CABESTANY RABASA JOSE MARIA (Representante Art.143 del reglamento del registro mercantil); CABESTANY RABASSA JOSE MARIA (Administrador solidario); RAILPANDA SL (Administrador solidario); OVERTHINGS SL (Administrador solidario),amazon@matchaandco.com,BARCELONA,Alimentación y Bebidas,Bebidas energéticas,https://www.amazon.es/sp?seller=A3TNDMU3U8I7EC,B67125575,"Carrer Riera de Gualba, 7, 7, Gualba, Barcelona, España, 08474, ES",Se envia mensaje 20 julio 2026 vía whatsapp para validar interes. Programo seguimiento para 24 julio 2026,VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
_Prometea_,Prometea Ecom SL,5858.61,,+34686990235,PARRADO BENITO FRANCISCO (Socio único); GALARRAGA SOLORES RAFAEL (Consejero); SAEZ LOPEZ ALBERTO (Administrador único),administracion@prometea.es,MADRID,Bebé,Cojines de lactancia,https://www.amazon.es/sp?seller=A1RFDM5FJ9N0IJ,B83568253,"Cobre 44, Torrejón de Ardoz, Madrid, 28850, ES","Se envia mensaje 20 julio 2026 vía whatsapp para validar interes. Llamada de seguimiento realizada 21 julio 2026 al número registrado, responden a la llamada e indican que llevan la cuenta in-House y que no requiere de apoyo. Envio correo con contacto y presentación",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
La Corberana,"Productos LC La Corberana, S.L.",5837.08,,+34962560485,TORRES FABIA ANA (Consejero); TORRES FABIA ROSA MARIA. (Consejero); TORRES TOMAS ENRIQUE (Administrador único); TORRES FABIA ENRIQUE MANUEL (Consejero),tic@lacorberana.com,VALENCIA,Jardín,Productos de limpieza para piscinas y bañeras de hidromasaje,https://www.amazon.es/sp?seller=A5U1LTORCLZ4K,B96121710,"Carretera Corbera-Polinyà, S/N, CORBERA, VALENCIA, 46612, ES",Llamada realizada 20 julio 2026 al número registrado reponden que ya otra agencia lleva la cuenta,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Vizaro Made In Europe SL,"Vizaro Made In Europe, S.L.",5822.56,,+34656664376,PEREZ SILVO JUAN CARLOS. (Administrador único); BUKOWSKA BEATA ALINA (Administrador solidario); BUKOWSKA ALINA (Administrador único),info@vizaro.es,MADRID,Bebé,Mantas y sábanas para silla de paseo,https://www.amazon.es/sp?seller=A13BR56ZSMAEMX,B87605788,"Calle Isla de Salvora 39, La Estación, Madrid, 28400, ES","Llamada realizada 20 julio 2026 al número registrado,responden a la llamada e indican que por el momento no estan interezados y solicita que enviemos información al correo registrado. Programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
BUYNETIC,"BUYNETIC, S.L",5805.13,,+34654973618,,buynetic.online@gmail.com,ESPAÑA,Hogar y cocina,Colchas,https://www.amazon.es/sp?seller=ANHZI6UDA91C6,B75900019,"RB. CARMEL, 76 pta 1-1, BARCELONA, ESPAÑA, 08032, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que no es necesario porque la maneja de manera interna,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
SMASHdiscount,esports Joan Ferrer sl,5794.72,,677226492.0,,info@esports-ferrer.com,GERONA,Deportes y aire libre,Palas de pádel,https://www.amazon.es/sp?seller=A1XJG2OCRTAYOA,B17699646,"Migdia 40, Girona, Girona, 17002, ES","Llamada realizada 20 julio 2026 al número registrado,responden a la llamada e indican que la persona encargada ya salio de la empresa. Se envia mensaje a dirección de correo registrada.Programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
PELUSHOP,PRISAN HAIR S.L.,5784.97,,+34 635 11 68 44,PRIEGO SANTONJA FRANCISCO JAVIER (Administrador solidario); BLANQUER AGULLO VICTORIA (Administrador solidario),info@pelushop.com,ALICANTE,Belleza,Champús,https://www.amazon.es/sp?seller=A2BSE9B5LDLIOP,B42618355,"Calle Fila Cordón 22, POL. IND. COTES ALTES, ALCOY, Alicante, 03804, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que el trato para el proveedor departe de Amazon es pesimo y no quiere saber nada de Amazon,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
"Pelamatic, S.L.",Pelamatic S.L.,5764.26,,600555611 - 962 490 215,PELANAR SL (Socio único); PEREZ GONZALVO JOSE (Administrador solidario); PEREZ SARRIO JOSE LUIS (Administrador solidario),pelamatic@gmail.com; interesados@pelamatic.com,VALENCIA,Hogar y cocina,Licuadoras Single Auger,https://www.amazon.es/sp?seller=A2S3LUUASNJXUO,B96505904,"C/ Jaume I, 6, Albalat de la Ribera, Valencia, 46687, ES","Llamada realizada 20 julio 2026 al número registrado,responden a la llamada e indican que la persona encargada ya salio de la empresa. Se envia mensaje a dirección de correo registrada.Programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Nivell Publicitari,Nivell Publicitari Digital S.L.,5752.62,,+34662128899,MARINA PEÑALBA JOSE ANTONIO (Administrador único); MORERA SAGARRA MANEL (Administrador solidario); BENITEZ GONZALEZ EVA (Administrador solidario),amazonseller@nivellpublicitari.com,ESPAÑA,Hogar y cocina,Alfombras de área,https://www.amazon.es/sp?seller=ALKGOFUXNOMXJ,B-64251366,"Polígon Industrial Molí d’en Xec, C/ Can Barneda, 17-37. Nave 15, Ripollet, España, 08291, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que han intentado con otras dos o tres agencias y el resultado no ha sido el mejor.,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
GOTREK,Carpa Design Europe S.L.,5722.61,,+34686325143,MENDOZA IRIARTE GUILLERMO (Administrador único); MENDOZA LANDI GUILLERMO (Administrador único),ventas@carpa-europe.com,VALENCIA,Moda,Aditivos de combustible para vehículos,https://www.amazon.es/sp?seller=A1JBCBT8RPZ275,ESB93477883,"DUQUE DE CALABRIA Nº 4, BAJO, VALENCIA, VALENCIA, 46005, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que No esta interezado,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Club del Zapato,FRANBEDA S.L.,5702.24,,+34610741791,PEREZ ALONSO FRANCISCO (Apoderado); PEREZ PACIOS FRANCISCO-GERMAN (Administrador único),begoperez@clubdelzapato.com,LEÓN,Moda,Zapatillas casual para hombre,https://www.amazon.es/sp?seller=A22XH7NN6CGBD2,B24483687,"Avenida Pérez Colino 12, Ponferrada, León, 24402, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes. Se envia mensaje a dirección de correo registrada.Programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
BODEGAS FAMILIARES MATARROMERA,BODEGA MATARROMERA SL,5678.61,,+34607691185,MORO GONZALEZ LUISCARLOS. (Presidente); MOROSORIA MARIA PALOMA (Consejero); GARCIA TEJERINA EUGENIO. (Consejero); MORO SORIA BEATRIZ. (Consejero); MORO GONZALEZLUIS CARLOS. (Presidente); MORO GONZALEZ LUISCARLOS (Consejero),carlosgarcia@matarromera.es,VALBUENA DE DUERO,Alimentación y Bebidas,Vinos tintos,https://www.amazon.es/sp?seller=A9EGQAGGPV836,B78671633,"CARRETERA SAN BERNARDO, S/N, VALLADOLID, VALBUENA DE DUERO, 47359, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia mensaje a la dirección de correo registrada. Programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
MULTITIENDA SAN ROQUE SL,MULTITIENDA SAN ROQUE SL,5652.25,,+34650451947,VEIGA COEDO MARINO. (Apoderado); PEREIRA RODRIGUEZ MARIA LUISA (Administrador único); GOMEZ FERNANDEZ LUIS ROBERTO (Administrador único); VEIGA COEDO MARINO (Administrador único); VEIGA SEGADE FERNANDO (Apoderado),Multitiendasanroquesl@gmail.com,ESPAÑA,Hogar y cocina,Protectores de colchón para cama,https://www.amazon.es/sp?seller=ALGLHKTJT2MS0,B27183706,"SAN ROQUE, 155, LUGO, ESPAÑA, 27002, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Beauty Curly,CURLYSHOP SL,5623.32,,+34685687970,,curlystop.com@gmail.com,BARCELONA,Belleza,Gominas y geles,https://www.amazon.es/sp?seller=AWTEB6IXN5IMY,B21876214,"C Llobregat, Num 14, Planta 1, Puerta 1, Sant Joan Despi, Barcelona, 08970, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
CEPAER,Pastora Algaba Martín,5596.13,,+34695745204,Ezequiel Rodriguez,cepaer2050@gmail.com,ESPAÑA,Belleza,Filtros solares faciales,https://www.amazon.es/sp?seller=A5K3ME7PUXZN2,49124987T,"Calle Mariana Pineda, 30, El Viso del Alcor, España, 41520, ES","Llamada realizada 20 julio 2026 al número registrado,responde la llamada Ezequiel Rodriguez responsable de la cuenta de Amazon. Se menciono la mejora de sus catalogos para tener mayor visibilidad. Programa sesion para viernes 24 julio 2026 9hrs",SESION CUALIFICADA,cita_cualificada,alejandro@libertyseller.com
MAXODY,"MAXODY GLOBAL, S.L.",5572.69,,+34637368935,,maxody.amazon@gmail.com,CATALUÑA,Salud y cuidado personal,"Ácidos grasos esenciales en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A3BJYVVY8WKT54,B21782875,"AVDA PEDRALBES NUM 55, Planta 1 Pta. 1, Barcelona, Cataluña, 08034, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
EL KRAKEN,ÓSCAR DÍAZ GARCÍA,5557.14,,+34643151596,,tazaselkraken@gmail.com,MADRID,Hogar y cocina,Tazas y jarras de café,https://www.amazon.es/sp?seller=A13PBJGGMTYWU4,51179439T,"C/LAPONIA 5, PORTAL I 3A, MADRID, MADRID, 28030, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
CARBONES Y LEÑAS BARBERO,Carbones Barbero S.L. - GRUPO BARBERO,5515.35,,+34646484229,BARBERO GARCIA JOSE ALFONSO (Administrador solidario); BARBERO GARCIA JOSE ALFONSO. (Apoderado); AB HOLDING CORPORATE SL (Administrador solidario); GRUPO BARBERO INVESTMENT CAPITAL SL (Administrador único); BARBERO RIESCO ALFONSO ROMAN (Administrador solidario),pedidos@grupobarbero.com,ESPAÑA,Jardín,Leña para chimenea,https://www.amazon.es/sp?seller=A330YOR93PIQZI,ESB37024999,"CTRA DE BEJAR KM 5, SALAMANCA, ESPAÑA, 37796, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar  Responden el mensaje de whatsapp indicando que los encargados estan de vacaciones y regresan después del 10 agosto 2026. programo llamada y seguimiento para 12 agosto 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Maysson España,ANMIRO 23 S.L.,5496.67,,+34648478740,,miguel@anmiro.es,MURCIA,Hogar y cocina,Accesorios,https://www.amazon.es/sp?seller=A37V2BEDDSZDOL,B56137557,"SACERDOTE FRANCISCO MIÑARRO, 37, AGUILAS, MURCIA, 30880, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Envio correo a la dirección registrada. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Euroxanty,EUROXANTY SL,5490.15,,+34 655 84 90 63,WANG SHUXI ZHAO (Administrador solidario); YANG QINGQING (Administrador solidario),pedidos@euroxanty.com,ESPAÑA,"Industria, empresas y ciencia",Balanzas electrónicas de carga superior,https://www.amazon.es/sp?seller=A3959E021ZY0JY,B91996264,"Calle Rafael Beca Mateos n-3, Sevilla, España, 41007, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes.Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
